308207,"EG3L","small_airport","Milfield Glider Field",55.591636,-2.087231,,"EU","GB","GB-ENG",,"no","EGEX",,,,,
28473,"EG64","small_airport","Rufforth West",53.94829,-1.185575,65,"EU","GB","GB-ENG","York (Rufforth)","no","EGYJ",,,,"https://en.wikipedia.org/wiki/RAF_Rufforth","UK11, RAF Rufforth"
2385,"EGAA","large_airport","Belfast International Airport",54.6575012207,-6.2158298492399995,268,"EU","GB","GB-NIR","Belfast","yes","EGAA","BFS",,"http://www.belfastairport.com/","https://en.wikipedia.org/wiki/Belfast_International_Airport","Aldergrove, RAF Aldergrove"
2386,"EGAB","medium_airport","Enniskillen/St Angelo Airport",54.398899,-7.65167,155,"EU","GB","GB-NIR","Enniskillen","no","EGAB","ENK",,,"https://en.wikipedia.org/wiki/Enniskillen/St_Angelo_Airport",
2387,"EGAC","medium_airport","George Best Belfast City Airport",54.618099,-5.8725,15,"EU","GB","GB-NIR","Belfast","yes","EGAC","BHD",,"http://www.belfastcityairport.com/","https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport",
29105,"EGAD","small_airport","Newtownards Airport",54.5811,-5.69194,9,"EU","GB","GB-NIR","Newtownards","no","EGAD",,,,,"Ulster Flying Club"
2388,"EGAE","medium_airport","City of Derry Airport",55.04280090332031,-7.161109924316406,22,"EU","GB","GB-NIR","Derry","yes","EGAE","LDY",,"http://www.cityofderryairport.com/","https://en.wikipedia.org/wiki/City_of_Derry_Airport","Londonderry Eglinton Airport"
2389,"EGBB","large_airport","Birmingham International Airport",52.453899383499994,-1.74802994728,327,"EU","GB","GB-ENG","Birmingham","yes","EGBB","BHX",,"http://www.bhx.co.uk/","https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom)",
29107,"EGBC","heliport","Cheltenham Racecourse Heliport",51.925626,-2.054351,213,"EU","GB","GB-ENG","Cheltenham","no","EGBC",,,,"https://en.wikipedia.org/wiki/Cheltenham_Racecourse_Heliport",
29108,"EGBD","small_airport","Derby Airfield",52.8596992493,-1.61749994755,175,"EU","GB","GB-ENG","Derby","no","EGBD",,,"http://www.derbyaeroclub.com/","https://en.wikipedia.org/wiki/Derby_Airfield",
2390,"EGBE","medium_airport","Coventry Airport",52.3697013855,-1.4797199964499999,267,"EU","GB","GB-ENG","Coventry","no","EGBE","CVT",,"http://www.coventryairport.co.uk/","https://en.wikipedia.org/wiki/Coventry_Airport","RAF Baginton"
307357,"EGBF","small_airport","Bedford Aerodrome",52.2325,-0.4455556,270,"EU","GB","GB-ENG","Bedford","no","EGBF",,,"http://www.bedfordaerodrome.com/","https://en.wikipedia.org/wiki/Bedford_Aerodrome","RAE Bedford,EGVW"
2391,"EGBG","small_airport","Leicester Airport",52.6077995300293,-1.03193998336792,469,"EU","GB","GB-ENG","Leicester","no","EGBG",,,,"https://en.wikipedia.org/wiki/Leicester_Airport",
2392,"EGBJ","medium_airport","Gloucestershire Airport",51.89419937133789,-2.167220115661621,101,"EU","GB","GB-ENG","Staverton","no","EGBJ","GLO",,,"https://en.wikipedia.org/wiki/Gloucestershire_Airport",
29109,"EGBK","small_airport","Sywell Aerodrome",52.305301666300004,-0.7930560112,429,"EU","GB","GB-ENG","Northampton","no","EGBK","ORM",,"http://www.sywellaerodrome.co.uk/","https://en.wikipedia.org/wiki/Sywell_Aerodrome",
29111,"EGBM","small_airport","Tatenhill Airfield",52.814701080300004,-1.76110994816,439,"EU","GB","GB-ENG","Burton upon Trent","no","EGBM",,,"http://www.tatenhill.com/","https://en.wikipedia.org/wiki/Tatenhill_Airfield","RAF Tatenhill"
2393,"EGBN","medium_airport","Nottingham Airport",52.919998,-1.07917,138,"EU","GB","GB-ENG","Nottingham","no","EGBN","NQT",,"http://www.nottinghamairport.co.uk/","https://en.wikipedia.org/wiki/Nottingham_Airport",
2394,"EGBO","small_airport","Wolverhampton Halfpenny Green Airport",52.51750183105469,-2.2594399452209473,283,"EU","GB","GB-ENG","Wolverhampton","no","EGBO",,,,"https://en.wikipedia.org/wiki/Wolverhampton_Airport","Wolverhampton Business Airport, Bobbington Airport"
2395,"EGBP","small_airport","Cotswold Airport",51.668095,-2.05694,433,"EU","GB","GB-ENG","Kemble","no","EGBP","GBA",,"http://www.cotswoldairport.com/","https://en.wikipedia.org/wiki/Cotswold_Airport","RAF Kemble, Kemble Airfield, Kemble Airport, Cotswold Airport"
307540,"EGBR","small_airport","Breighton Airfield",53.8024,-0.915964,163,"EU","GB","GB-ENG","Breighton","no","EGBR",,,,"https://en.wikipedia.org/wiki/RAF_Breighton",
29112,"EGBS","small_airport","Shobdon Aerodrome",52.2416992188,-2.8811099529299997,318,"EU","GB","GB-ENG","Shobdon","no","EGBS",,,"http://www.aeroclub.co.uk/","https://en.wikipedia.org/wiki/Shobdon_Aerodrome","Herefordshire Aero Club"
2396,"EGBT","small_airport","Turweston Airport",52.0407981873,-1.09555995464,448,"EU","GB","GB-ENG","Turweston","no","EGBT",,,"http://www.turwestonflight.com/","https://en.wikipedia.org/wiki/Turweston_Aerodrome","RAF Turweston"
29113,"EGBV","heliport","Silverstone Heliport",52.0713996887207,-1.0166699886322021,502,"EU","GB","GB-ENG","Buckingham","no","EGBV",,,"http://www.flysilverstone.co.uk//","https://en.wikipedia.org/wiki/Silverstone_Heliport","RAF Silverstone, British Grand Prix"
2397,"EGBW","small_airport","Wellesbourne Airfield",52.1922,-1.61444,159,"EU","GB","GB-ENG","Stratford-on-Avon","no","EGBW",,,"http://www.wellesbourneairfield.com/","https://en.wikipedia.org/wiki/Wellesbourne_Mountford_Airfield",
314577,"EGCA","small_airport","Coal Aston Airfield",53.304722,-1.430556,750,"EU","GB","GB-ENG",,"no","EGCA",,,,"https://en.wikipedia.org/wiki/Coal_Aston_Airfield",
29114,"EGCB","small_airport","City Airport Manchester",53.471699,-2.38972,73,"EU","GB","GB-ENG","Manchester / Salford","no","EGCB",,,"http://www.cityairportmanchester.com/","https://en.wikipedia.org/wiki/City_Airport_Manchester","Barton Aerodrome"
2398,"EGCC","large_airport","Manchester Airport",53.349375,-2.279521,257,"EU","GB","GB-ENG","Manchester","yes","EGCC","MAN",,"http://www.manchesterairport.co.uk/","https://en.wikipedia.org/wiki/Manchester_Airport","Ringway Airport, RAF Ringway"
29115,"EGCF","small_airport","Sandtoft Airfield",53.559700012200004,-0.8583329916,11,"EU","GB","GB-ENG","Belton","no","EGCF",,,"http://www.newsandtoftaviation.co.uk/","https://en.wikipedia.org/wiki/Sandtoft_Airfield",
307765,"EGCG","small_airport","Strubby Airfield",53.310826,0.172269,45,"EU","GB","GB-ENG","Strubby","no","EGCG",,,"http://www.strubbyairfield.co.uk/",,
314580,"EGCH","heliport","Holyhead Heliport",53.298848,-4.616862,39,"EU","GB","GB-WLS",,"no","EGCH",,,,,
29116,"EGCJ","small_airport","Sherburn-In-Elmet Airfield",53.788458,-1.216877,26,"EU","GB","GB-ENG","Selby","no","EGCJ",,,"http://www.sherburn-aero-club.org.uk/","https://en.wikipedia.org/wiki/Sherburn-in-Elmet_Airfield",
2400,"EGCK","small_airport","Caernarfon Airport",53.101819,-4.337614,1,"EU","GB","GB-WLS","Caernarfon","no","EGCK",,,"http://www.caernarfonairport.com","https://en.wikipedia.org/wiki/Caernarfon_Airport",
